Rep_ID,Qty,Amount,Sales_Date,Total_Sales,Organization_Id,customer_id,Product_id
260,6,1208.81,1/15/2025,7252.86,00B6a6Fdc035Ff3,13,13
317,7,1145.76,1/15/2025,8020.32,00B6a6Fdc035Ff3,16,16
893,3,196.87,1/15/2025,590.61,039649AF41D4B93,45,45
666,4,178.84,1/16/2025,715.36,02c7Ad4B6D0a2DE,34,34
242,6,2469.62,1/16/2025,14817.72,00B6a6Fdc035Ff3,13,13
151,4,2359.99,1/16/2025,9439.96,0052ABdaff57DaC,8,8
701,2,2534.83,1/17/2025,5069.66,02c7Ad4B6D0a2DE,36,36
490,4,2518.82,1/17/2025,10075.28,02Fce43cb656920,25,25
230,2,2408.98,1/17/2025,4817.96,00B6a6Fdc035Ff3,12,12
717,10,2049.22,1/17/2025,20492.2,02c7Ad4B6D0a2DE,36,36
428,8,1329.57,1/18/2025,10636.56,02Fce43cb656920,22,22
642,2,1865.06,1/18/2025,3730.12,02c7Ad4B6D0a2DE,33,33
572,7,2248.02,1/18/2025,15736.14,02Fce43cb656920,29,29
404,9,686.93,1/18/2025,6182.37,02Fce43cb656920,21,21
812,4,822.94,1/18/2025,3291.76,039649AF41D4B93,41,41
1,7,445.07,1/19/2025,3115.49,0052ABdaff57DaC,1,1
282,3,2017.11,1/19/2025,6051.33,00B6a6Fdc035Ff3,15,15
217,9,939.99,1/19/2025,8459.91,00B6a6Fdc035Ff3,11,11
160,8,1405.35,1/19/2025,11242.8,0052ABdaff57DaC,8,8
115,3,656.28,1/20/2025,1968.84,0052ABdaff57DaC,6,6
570,3,1383.72,1/20/2025,4151.16,02Fce43cb656920,29,29
617,3,1276.05,1/20/2025,3828.15,02c7Ad4B6D0a2DE,31,31
832,4,266.31,1/21/2025,1065.24,039649AF41D4B93,42,42
643,9,2384.2,1/21/2025,21457.8,02c7Ad4B6D0a2DE,33,33
891,8,1110.92,1/22/2025,8887.36,039649AF41D4B93,45,45
696,5,373.05,1/22/2025,1865.25,02c7Ad4B6D0a2DE,35,35
256,6,2176.81,1/23/2025,13060.86,00B6a6Fdc035Ff3,13,13
738,1,1499.07,1/24/2025,1499.07,02c7Ad4B6D0a2DE,37,37
145,2,548.48,1/24/2025,1096.96,0052ABdaff57DaC,8,8
851,6,1259.23,1/24/2025,7555.38,039649AF41D4B93,43,43
211,1,1651.96,1/26/2025,1651.96,00B6a6Fdc035Ff3,11,11
10,5,664.75,1/26/2025,3323.75,0052ABdaff57DaC,1,1
385,6,1742.89,1/26/2025,10457.34,00B6a6Fdc035Ff3,20,20
87,2,2414.16,1/27/2025,4828.32,0052ABdaff57DaC,5,5
920,6,1606.34,1/27/2025,9638.04,039649AF41D4B93,46,46
387,1,2208.66,1/28/2025,2208.66,00B6a6Fdc035Ff3,20,20
726,4,1251.48,1/28/2025,5005.92,02c7Ad4B6D0a2DE,37,37
445,9,861.02,1/28/2025,7749.18,02Fce43cb656920,23,23
239,2,414.5,1/28/2025,829,00B6a6Fdc035Ff3,12,12
304,10,196.92,1/28/2025,1969.2,00B6a6Fdc035Ff3,16,16
398,10,2056.57,1/29/2025,20565.7,00B6a6Fdc035Ff3,20,20
164,5,487.75,1/29/2025,2438.75,0052ABdaff57DaC,9,9
991,10,1410.39,1/30/2025,14103.9,039649AF41D4B93,50,50
792,8,774.05,1/30/2025,6192.4,02c7Ad4B6D0a2DE,40,40
441,8,216.64,1/30/2025,1733.12,02Fce43cb656920,23,23
415,1,1315.3,1/30/2025,1315.3,02Fce43cb656920,21,21
522,5,2425.59,1/31/2025,12127.95,02Fce43cb656920,27,27
134,10,2124.68,1/31/2025,21246.8,0052ABdaff57DaC,7,7
305,3,1892.52,1/31/2025,5677.56,00B6a6Fdc035Ff3,16,16
715,6,158.37,1/31/2025,950.22,02c7Ad4B6D0a2DE,36,36
195,1,374.14,2/1/2025,374.14,0052ABdaff57DaC,10,10
817,1,680.14,2/1/2025,680.14,039649AF41D4B93,41,41
96,10,2118.45,2/1/2025,21184.5,0052ABdaff57DaC,5,5
497,8,116.7,2/1/2025,933.6,02Fce43cb656920,25,25
348,8,602.65,2/4/2025,4821.2,00B6a6Fdc035Ff3,18,18
850,9,646.36,2/4/2025,5817.24,039649AF41D4B93,43,43
167,7,1678.18,2/4/2025,11747.26,0052ABdaff57DaC,9,9
735,9,2403.74,2/5/2025,21633.66,02c7Ad4B6D0a2DE,37,37
286,2,1007.77,2/5/2025,2015.54,00B6a6Fdc035Ff3,15,15
734,6,378.08,2/6/2025,2268.48,02c7Ad4B6D0a2DE,37,37
403,2,728.1,2/6/2025,1456.2,02Fce43cb656920,21,21
883,7,2279.78,2/6/2025,15958.46,039649AF41D4B93,45,45
557,6,1744.67,2/6/2025,10468.02,02Fce43cb656920,28,28
667,9,128.43,2/7/2025,1155.87,02c7Ad4B6D0a2DE,34,34
992,5,1576.83,2/9/2025,7884.15,039649AF41D4B93,50,50
249,10,1613.64,2/10/2025,16136.4,00B6a6Fdc035Ff3,13,13
232,4,1293.46,2/10/2025,5173.84,00B6a6Fdc035Ff3,12,12
799,10,1318.53,2/12/2025,13185.3,02c7Ad4B6D0a2DE,40,40
491,9,1981.94,2/12/2025,17837.46,02Fce43cb656920,25,25
651,10,1844.58,2/12/2025,18445.8,02c7Ad4B6D0a2DE,33,33
901,5,859.73,2/12/2025,4298.65,039649AF41D4B93,46,46
616,8,1515.09,2/12/2025,12120.72,02c7Ad4B6D0a2DE,31,31
573,5,140.6,2/12/2025,703,02Fce43cb656920,29,29
604,8,933.09,2/12/2025,7464.72,02c7Ad4B6D0a2DE,31,31
7,7,2323.7,2/12/2025,16265.9,0052ABdaff57DaC,1,1
860,2,1745.75,2/13/2025,3491.5,039649AF41D4B93,43,43
458,2,412.28,2/13/2025,824.56,02Fce43cb656920,23,23
958,8,419.19,2/13/2025,3353.52,039649AF41D4B93,48,48
854,8,309.02,2/13/2025,2472.16,039649AF41D4B93,43,43
74,4,322.93,2/14/2025,1291.72,0052ABdaff57DaC,4,4
488,7,298.4,2/14/2025,2088.8,02Fce43cb656920,25,25
111,6,358.07,2/15/2025,2148.42,0052ABdaff57DaC,6,6
411,6,1704.73,2/15/2025,10228.38,02Fce43cb656920,21,21
913,8,2350.25,2/15/2025,18802,039649AF41D4B93,46,46
311,5,734.79,2/15/2025,3673.95,00B6a6Fdc035Ff3,16,16
601,10,1101.62,2/17/2025,11016.2,02c7Ad4B6D0a2DE,31,31
191,10,903.6,2/17/2025,9036,0052ABdaff57DaC,10,10
530,7,1332.7,2/17/2025,9328.9,02Fce43cb656920,27,27
81,7,802.53,2/18/2025,5617.71,0052ABdaff57DaC,5,5
357,5,222.19,2/18/2025,1110.95,00B6a6Fdc035Ff3,18,18
332,5,1126.01,2/18/2025,5630.05,00B6a6Fdc035Ff3,17,17
516,2,1044.32,2/18/2025,2088.64,02Fce43cb656920,26,26
870,5,1068.14,2/19/2025,5340.7,039649AF41D4B93,44,44
567,10,988.19,2/19/2025,9881.9,02Fce43cb656920,29,29
302,7,957.31,2/20/2025,6701.17,00B6a6Fdc035Ff3,16,16
254,5,2174.41,2/20/2025,10872.05,00B6a6Fdc035Ff3,13,13
539,9,620.36,2/20/2025,5583.24,02Fce43cb656920,27,27
32,7,1749.43,2/20/2025,12246.01,0052ABdaff57DaC,2,2
69,7,1220.04,2/20/2025,8540.28,0052ABdaff57DaC,4,4
62,5,1041.67,2/21/2025,5208.35,0052ABdaff57DaC,4,4
29,5,2517.09,2/22/2025,12585.45,0052ABdaff57DaC,2,2
656,10,1778.83,2/22/2025,17788.3,02c7Ad4B6D0a2DE,33,33
743,7,2071.35,2/22/2025,14499.45,02c7Ad4B6D0a2DE,38,38
836,7,259.07,2/22/2025,1813.49,039649AF41D4B93,42,42
241,4,2308.47,2/23/2025,9233.88,00B6a6Fdc035Ff3,13,13
138,4,2372.18,2/23/2025,9488.72,0052ABdaff57DaC,7,7
479,2,1285.79,2/23/2025,2571.58,02Fce43cb656920,24,24
843,6,502.71,2/24/2025,3016.26,039649AF41D4B93,43,43
646,8,858.09,2/24/2025,6864.72,02c7Ad4B6D0a2DE,33,33
496,1,1972.07,2/24/2025,1972.07,02Fce43cb656920,25,25
932,2,1004.4,2/24/2025,2008.8,039649AF41D4B93,47,47
14,3,1314.92,2/24/2025,3944.76,0052ABdaff57DaC,1,1
200,5,1940.64,2/24/2025,9703.2,0052ABdaff57DaC,10,10
349,10,1286.57,2/25/2025,12865.7,00B6a6Fdc035Ff3,18,18
129,7,1581.38,2/25/2025,11069.66,0052ABdaff57DaC,7,7
919,3,435.93,2/25/2025,1307.79,039649AF41D4B93,46,46
579,1,1596.97,2/25/2025,1596.97,02Fce43cb656920,29,29
550,4,1360.23,2/26/2025,5440.92,02Fce43cb656920,28,28
606,10,2028.82,2/26/2025,20288.2,02c7Ad4B6D0a2DE,31,31
432,5,120.9,2/27/2025,604.5,02Fce43cb656920,22,22
483,10,349.2,2/27/2025,3492,02Fce43cb656920,25,25
437,5,2061.37,2/27/2025,10306.85,02Fce43cb656920,22,22
170,4,1273.51,2/28/2025,5094.04,0052ABdaff57DaC,9,9
188,5,1296.47,2/28/2025,6482.35,0052ABdaff57DaC,10,10
292,6,448.05,3/1/2025,2688.3,00B6a6Fdc035Ff3,15,15
255,9,1556.48,3/3/2025,14008.32,00B6a6Fdc035Ff3,13,13
611,6,1392.82,3/3/2025,8356.92,02c7Ad4B6D0a2DE,31,31
283,3,888.86,3/3/2025,2666.58,00B6a6Fdc035Ff3,15,15
922,1,341.6,3/4/2025,341.6,039649AF41D4B93,47,47
18,4,1856.85,3/4/2025,7427.4,0052ABdaff57DaC,1,1
213,6,1620.65,3/5/2025,9723.9,00B6a6Fdc035Ff3,11,11
888,6,78.32,3/5/2025,469.92,039649AF41D4B93,45,45
429,2,1784.79,3/5/2025,3569.58,02Fce43cb656920,22,22
250,2,1099.69,3/5/2025,2199.38,00B6a6Fdc035Ff3,13,13
695,3,2200.61,3/6/2025,6601.83,02c7Ad4B6D0a2DE,35,35
275,8,2376.02,3/6/2025,19008.16,00B6a6Fdc035Ff3,14,14
867,2,572.29,3/6/2025,1144.58,039649AF41D4B93,44,44
634,7,2020.86,3/6/2025,14146.02,02c7Ad4B6D0a2DE,32,32
908,5,456.98,3/7/2025,2284.9,039649AF41D4B93,46,46
180,10,712.38,3/7/2025,7123.8,0052ABdaff57DaC,9,9
621,9,1362.68,3/7/2025,12264.12,02c7Ad4B6D0a2DE,32,32
814,6,1811.06,3/7/2025,10866.36,039649AF41D4B93,41,41
175,10,1608.78,3/7/2025,16087.8,0052ABdaff57DaC,9,9
565,3,262.11,3/8/2025,786.33,02Fce43cb656920,29,29
562,2,231.81,3/8/2025,463.62,02Fce43cb656920,29,29
580,7,1668.43,3/8/2025,11679.01,02Fce43cb656920,29,29
472,7,1519.58,3/9/2025,10637.06,02Fce43cb656920,24,24
229,7,1590.99,3/10/2025,11136.93,00B6a6Fdc035Ff3,12,12
504,2,1069.94,3/10/2025,2139.88,02Fce43cb656920,26,26
665,1,421.15,3/10/2025,421.15,02c7Ad4B6D0a2DE,34,34
407,9,1647.23,3/11/2025,14825.07,02Fce43cb656920,21,21
561,6,1811.47,3/11/2025,10868.82,02Fce43cb656920,29,29
819,7,286.23,3/12/2025,2003.61,039649AF41D4B93,41,41
902,9,1419.57,3/12/2025,12776.13,039649AF41D4B93,46,46
19,2,1374.57,3/12/2025,2749.14,0052ABdaff57DaC,1,1
83,6,572.89,3/13/2025,3437.34,0052ABdaff57DaC,5,5
205,3,173.2,3/13/2025,519.6,00B6a6Fdc035Ff3,11,11
829,5,124.66,3/14/2025,623.3,039649AF41D4B93,42,42
857,7,2168.74,3/14/2025,15181.18,039649AF41D4B93,43,43
492,4,1914.71,3/14/2025,7658.84,02Fce43cb656920,25,25
957,9,1593.07,3/15/2025,14337.63,039649AF41D4B93,48,48
771,2,998.09,3/15/2025,1996.18,02c7Ad4B6D0a2DE,39,39
17,7,1657.05,3/15/2025,11599.35,0052ABdaff57DaC,1,1
312,7,340.7,3/16/2025,2384.9,00B6a6Fdc035Ff3,16,16
381,6,496.02,3/16/2025,2976.12,00B6a6Fdc035Ff3,20,20
689,6,2504.35,3/16/2025,15026.1,02c7Ad4B6D0a2DE,35,35
678,6,448.7,3/17/2025,2692.2,02c7Ad4B6D0a2DE,34,34
456,3,2339.01,3/17/2025,7017.03,02Fce43cb656920,23,23
875,10,2332.21,3/17/2025,23322.1,039649AF41D4B93,44,44
953,5,1659.82,3/17/2025,8299.1,039649AF41D4B93,48,48
878,10,2435.69,3/17/2025,24356.9,039649AF41D4B93,44,44
234,4,145.54,3/18/2025,582.16,00B6a6Fdc035Ff3,12,12
683,7,463.82,3/18/2025,3246.74,02c7Ad4B6D0a2DE,35,35
518,9,740.67,3/18/2025,6666.03,02Fce43cb656920,26,26
956,7,375.35,3/18/2025,2627.45,039649AF41D4B93,48,48
876,1,1757.83,3/18/2025,1757.83,039649AF41D4B93,44,44
299,7,1236.25,3/18/2025,8653.75,00B6a6Fdc035Ff3,15,15
853,2,813.64,3/19/2025,1627.28,039649AF41D4B93,43,43
247,3,2541.02,3/19/2025,7623.06,00B6a6Fdc035Ff3,13,13
511,2,494.36,3/19/2025,988.72,02Fce43cb656920,26,26
5,10,2386.24,3/19/2025,23862.4,0052ABdaff57DaC,1,1
322,1,1513.69,3/20/2025,1513.69,00B6a6Fdc035Ff3,17,17
729,3,1266.04,3/20/2025,3798.12,02c7Ad4B6D0a2DE,37,37
786,10,1609.36,3/20/2025,16093.6,02c7Ad4B6D0a2DE,40,40
493,9,696.5,3/21/2025,6268.5,02Fce43cb656920,25,25
684,8,1715.53,3/22/2025,13724.24,02c7Ad4B6D0a2DE,35,35
73,10,374.34,3/22/2025,3743.4,0052ABdaff57DaC,4,4
619,10,1675.69,3/22/2025,16756.9,02c7Ad4B6D0a2DE,31,31
350,8,832.23,3/23/2025,6657.84,00B6a6Fdc035Ff3,18,18
388,5,694.26,3/23/2025,3471.3,00B6a6Fdc035Ff3,20,20
136,8,1383.71,3/24/2025,11069.68,0052ABdaff57DaC,7,7
943,2,1830.93,3/24/2025,3661.86,039649AF41D4B93,48,48
224,8,398.49,3/24/2025,3187.92,00B6a6Fdc035Ff3,12,12
395,9,1108.28,3/24/2025,9974.52,00B6a6Fdc035Ff3,20,20
470,9,528.83,3/25/2025,4759.47,02Fce43cb656920,24,24
783,10,1508.74,3/25/2025,15087.4,02c7Ad4B6D0a2DE,40,40
202,1,1610.4,3/25/2025,1610.4,00B6a6Fdc035Ff3,11,11
368,8,2498.17,3/27/2025,19985.36,00B6a6Fdc035Ff3,19,19
297,10,1575.43,3/27/2025,15754.3,00B6a6Fdc035Ff3,15,15
215,2,2425.83,3/27/2025,4851.66,00B6a6Fdc035Ff3,11,11
720,3,1168.03,3/27/2025,3504.09,02c7Ad4B6D0a2DE,36,36
896,4,818.57,3/27/2025,3274.28,039649AF41D4B93,45,45
51,2,2220.64,3/27/2025,4441.28,0052ABdaff57DaC,3,3
824,8,760.81,3/28/2025,6086.48,039649AF41D4B93,42,42
690,5,118.99,3/28/2025,594.95,02c7Ad4B6D0a2DE,35,35
354,5,592.24,3/28/2025,2961.2,00B6a6Fdc035Ff3,18,18
718,3,580.23,3/29/2025,1740.69,02c7Ad4B6D0a2DE,36,36
76,5,1585.91,3/29/2025,7929.55,0052ABdaff57DaC,4,4
969,6,148.27,3/29/2025,889.62,039649AF41D4B93,49,49
826,4,648.17,3/29/2025,2592.68,039649AF41D4B93,42,42
983,2,468.93,3/30/2025,937.86,039649AF41D4B93,50,50
555,3,2054.02,3/30/2025,6162.06,02Fce43cb656920,28,28
267,10,2342.37,3/31/2025,23423.7,00B6a6Fdc035Ff3,14,14
791,7,278.73,4/1/2025,1951.11,02c7Ad4B6D0a2DE,40,40
330,3,2095.09,4/1/2025,6285.27,00B6a6Fdc035Ff3,17,17
547,3,1407.37,4/1/2025,4222.11,02Fce43cb656920,28,28
607,8,303.29,4/1/2025,2426.32,02c7Ad4B6D0a2DE,31,31
259,8,516.29,4/2/2025,4130.32,00B6a6Fdc035Ff3,13,13
833,10,131.66,4/2/2025,1316.6,039649AF41D4B93,42,42
394,4,1670.18,4/2/2025,6680.72,00B6a6Fdc035Ff3,20,20
476,3,1594.49,4/2/2025,4783.47,02Fce43cb656920,24,24
996,9,1125.5,4/3/2025,10129.5,039649AF41D4B93,50,50
182,4,1320.47,4/3/2025,5281.88,0052ABdaff57DaC,10,10
281,3,701.1,4/3/2025,2103.3,00B6a6Fdc035Ff3,15,15
574,8,707.53,4/5/2025,5660.24,02Fce43cb656920,29,29
424,2,1345.53,4/5/2025,2691.06,02Fce43cb656920,22,22
514,6,2234.19,4/5/2025,13405.14,02Fce43cb656920,26,26
221,9,2467.78,4/6/2025,22210.02,00B6a6Fdc035Ff3,12,12
320,3,656.96,4/6/2025,1970.88,00B6a6Fdc035Ff3,16,16
871,4,1320.66,4/6/2025,5282.64,039649AF41D4B93,44,44
776,1,2405.77,4/6/2025,2405.77,02c7Ad4B6D0a2DE,39,39
849,5,344.24,4/6/2025,1721.2,039649AF41D4B93,43,43
881,3,713.04,4/6/2025,2139.12,039649AF41D4B93,45,45
258,8,481.86,4/7/2025,3854.88,00B6a6Fdc035Ff3,13,13
72,3,511.72,4/7/2025,1535.16,0052ABdaff57DaC,4,4
978,7,510.03,4/7/2025,3570.21,039649AF41D4B93,49,49
645,10,189.84,4/8/2025,1898.4,02c7Ad4B6D0a2DE,33,33
548,2,2157.85,4/8/2025,4315.7,02Fce43cb656920,28,28
295,6,2321.63,4/8/2025,13929.78,00B6a6Fdc035Ff3,15,15
325,1,2067.28,4/9/2025,2067.28,00B6a6Fdc035Ff3,17,17
79,7,756.19,4/10/2025,5293.33,0052ABdaff57DaC,4,4
852,3,1452.46,4/11/2025,4357.38,039649AF41D4B93,43,43
248,10,833.85,4/11/2025,8338.5,00B6a6Fdc035Ff3,13,13
442,5,1579.3,4/11/2025,7896.5,02Fce43cb656920,23,23
21,5,1112.26,4/12/2025,5561.3,0052ABdaff57DaC,2,2
618,8,1820.56,4/12/2025,14564.48,02c7Ad4B6D0a2DE,31,31
371,3,2138.02,4/12/2025,6414.06,00B6a6Fdc035Ff3,19,19
135,4,1583.07,4/12/2025,6332.28,0052ABdaff57DaC,7,7
658,6,1044.9,4/12/2025,6269.4,02c7Ad4B6D0a2DE,33,33
264,5,1576.47,4/12/2025,7882.35,00B6a6Fdc035Ff3,14,14
131,4,1166.3,4/13/2025,4665.2,0052ABdaff57DaC,7,7
546,10,1436.1,4/13/2025,14361,02Fce43cb656920,28,28
537,4,2167.37,4/14/2025,8669.48,02Fce43cb656920,27,27
184,9,1503.93,4/14/2025,13535.37,0052ABdaff57DaC,10,10
995,10,514.44,4/14/2025,5144.4,039649AF41D4B93,50,50
372,8,980.13,4/14/2025,7841.04,00B6a6Fdc035Ff3,19,19
818,2,2339.52,4/14/2025,4679.04,039649AF41D4B93,41,41
984,5,1372.45,4/15/2025,6862.25,039649AF41D4B93,50,50
444,10,1825.99,4/15/2025,18259.9,02Fce43cb656920,23,23
746,1,645.52,4/16/2025,645.52,02c7Ad4B6D0a2DE,38,38
139,8,1436.75,4/16/2025,11494,0052ABdaff57DaC,7,7
705,4,319.01,4/17/2025,1276.04,02c7Ad4B6D0a2DE,36,36
584,8,196.74,4/17/2025,1573.92,02Fce43cb656920,30,30
147,8,145.04,4/17/2025,1160.32,0052ABdaff57DaC,8,8
410,1,137.19,4/18/2025,137.19,02Fce43cb656920,21,21
848,2,1099.47,4/18/2025,2198.94,039649AF41D4B93,43,43
628,10,379.03,4/18/2025,3790.3,02c7Ad4B6D0a2DE,32,32
342,5,2137.01,4/18/2025,10685.05,00B6a6Fdc035Ff3,18,18
172,9,823.4,4/19/2025,7410.6,0052ABdaff57DaC,9,9
749,6,1679.41,4/20/2025,10076.46,02c7Ad4B6D0a2DE,38,38
460,7,1115.85,4/21/2025,7810.95,02Fce43cb656920,23,23
745,4,1576.58,4/21/2025,6306.32,02c7Ad4B6D0a2DE,38,38
467,4,1508.7,4/21/2025,6034.8,02Fce43cb656920,24,24
947,4,209.7,4/21/2025,838.8,039649AF41D4B93,48,48
712,1,1898.79,4/22/2025,1898.79,02c7Ad4B6D0a2DE,36,36
1000,3,84.15,4/23/2025,252.45,039649AF41D4B93,50,50
39,7,1045.72,4/24/2025,7320.04,0052ABdaff57DaC,2,2
401,4,2007.51,4/24/2025,8030.04,02Fce43cb656920,21,21
946,1,364.83,4/24/2025,364.83,039649AF41D4B93,48,48
702,9,2456.92,4/24/2025,22112.28,02c7Ad4B6D0a2DE,36,36
640,6,2531.82,4/24/2025,15190.92,02c7Ad4B6D0a2DE,32,32
904,5,2086.46,4/24/2025,10432.3,039649AF41D4B93,46,46
861,4,793.31,4/25/2025,3173.24,039649AF41D4B93,44,44
636,2,1177.58,4/25/2025,2355.16,02c7Ad4B6D0a2DE,32,32
950,1,618.69,4/26/2025,618.69,039649AF41D4B93,48,48
970,2,678.31,4/26/2025,1356.62,039649AF41D4B93,49,49
545,8,298.22,4/27/2025,2385.76,02Fce43cb656920,28,28
895,9,1599.71,4/27/2025,14397.39,039649AF41D4B93,45,45
676,3,1144.95,4/27/2025,3434.85,02c7Ad4B6D0a2DE,34,34
106,10,504.89,4/27/2025,5048.9,0052ABdaff57DaC,6,6
223,1,917.04,4/28/2025,917.04,00B6a6Fdc035Ff3,12,12
681,5,1324.31,4/29/2025,6621.55,02c7Ad4B6D0a2DE,35,35
280,5,1764.97,4/29/2025,8824.85,00B6a6Fdc035Ff3,14,14
251,3,2241.84,4/29/2025,6725.52,00B6a6Fdc035Ff3,13,13
27,7,1228.74,4/29/2025,8601.18,0052ABdaff57DaC,2,2
911,1,903.37,5/1/2025,903.37,039649AF41D4B93,46,46
841,2,853.84,5/1/2025,1707.68,039649AF41D4B93,43,43
155,2,1210.25,5/1/2025,2420.5,0052ABdaff57DaC,8,8
419,5,570.84,5/1/2025,2854.2,02Fce43cb656920,21,21
208,7,775.61,5/2/2025,5429.27,00B6a6Fdc035Ff3,11,11
648,6,1184.79,5/3/2025,7108.74,02c7Ad4B6D0a2DE,33,33
85,7,1698.13,5/3/2025,11886.91,0052ABdaff57DaC,5,5
885,4,489.16,5/4/2025,1956.64,039649AF41D4B93,45,45
231,3,1712.15,5/5/2025,5136.45,00B6a6Fdc035Ff3,12,12
2,9,279.76,5/5/2025,2517.84,0052ABdaff57DaC,1,1
794,2,191.39,5/6/2025,382.78,02c7Ad4B6D0a2DE,40,40
534,8,1138.81,5/6/2025,9110.48,02Fce43cb656920,27,27
110,4,2163.9,5/7/2025,8655.6,0052ABdaff57DaC,6,6
529,5,1148.25,5/7/2025,5741.25,02Fce43cb656920,27,27
541,4,2486.68,5/7/2025,9946.72,02Fce43cb656920,28,28
739,9,2165.52,5/7/2025,19489.68,02c7Ad4B6D0a2DE,37,37
326,2,1533.43,5/7/2025,3066.86,00B6a6Fdc035Ff3,17,17
613,3,1756.88,5/7/2025,5270.64,02c7Ad4B6D0a2DE,31,31
869,10,2208.72,5/7/2025,22087.2,039649AF41D4B93,44,44
544,6,1902.09,5/8/2025,11412.54,02Fce43cb656920,28,28
501,4,2398.46,5/8/2025,9593.84,02Fce43cb656920,26,26
376,4,1556.7,5/8/2025,6226.8,00B6a6Fdc035Ff3,19,19
351,10,1391.14,5/8/2025,13911.4,00B6a6Fdc035Ff3,18,18
653,5,2203.06,5/9/2025,11015.3,02c7Ad4B6D0a2DE,33,33
844,6,119.68,5/9/2025,718.08,039649AF41D4B93,43,43
761,3,803.5,5/9/2025,2410.5,02c7Ad4B6D0a2DE,39,39
500,10,2030.5,5/10/2025,20305,02Fce43cb656920,25,25
976,7,1206.27,5/10/2025,8443.89,039649AF41D4B93,49,49
114,1,1990.63,5/10/2025,1990.63,0052ABdaff57DaC,6,6
486,7,1089,5/11/2025,7623,02Fce43cb656920,25,25
197,9,926.59,5/12/2025,8339.31,0052ABdaff57DaC,10,10
873,7,1090.88,5/12/2025,7636.16,039649AF41D4B93,44,44
158,8,582.74,5/12/2025,4661.92,0052ABdaff57DaC,8,8
379,7,268.76,5/13/2025,1881.32,00B6a6Fdc035Ff3,19,19
694,2,91.17,5/13/2025,182.34,02c7Ad4B6D0a2DE,35,35
610,3,471.47,5/14/2025,1414.41,02c7Ad4B6D0a2DE,31,31
949,2,1434.58,5/14/2025,2869.16,039649AF41D4B93,48,48
502,10,2217.36,5/15/2025,22173.6,02Fce43cb656920,26,26
